component_id,name,kind,project,backend,mapped_public_sources,covered,n_sources,category,mapped_to_source,note
biomedagent.agent_role.batchtaskexecutor,BatchTaskExecutor,agent_role,BioMedAgent,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
cellagent.agent_role.evaluator,Evaluator,agent_role,CellAgent,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
cellagent.agent_role.executor,Executor,agent_role,CellAgent,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
crispr-gpt.agent_role.executorstate,ExecutorState,agent_role,CRISPR-GPT,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
genomas.agent_role.geoagent,GEOAgent,agent_role,GenoMAS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.agent_role.package-developer,Package Developer,agent_role,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
cellagent.agent_role.planner,Planner,agent_role,CellAgent,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.agent_role.readme,README,agent_role,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomedagent.agent_role.testmemorycodingagent,TestMemoryCodingAgent,agent_role,BioMedAgent,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomedagent.agent_role.testmemorytoolagent,TestMemoryToolAgent,agent_role,BioMedAgent,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomedagent.agent_role.testmemoryworkflowagent,TestMemoryWorkflowAgent,agent_role,BioMedAgent,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
origene.agent_role.toolexecutor,ToolExecutor,agent_role,OriGene,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomedagent.agent_role.toolmanager,ToolManager,agent_role,BioMedAgent,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
origene.agent_role.toolparseagent,ToolParseAgent,agent_role,OriGene,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.agent_role.omicverse-expert,OmicVerse Expert,agent_role,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.agent_role.analysis_expert,analysis_expert,agent_role,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.agent_role.rare-disease-mdt-copilot,Rare Disease MDT Copilot,agent_role,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomedarena.benchmark.hf_moleculeace_chembl1871_ki,hf_moleculeace_chembl1871_ki,benchmark,BioMedArena,none,chembl,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_moleculeace_chembl204_ki,hf_moleculeace_chembl204_ki,benchmark,BioMedArena,none,chembl,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_moleculeace_chembl214_ki,hf_moleculeace_chembl214_ki,benchmark,BioMedArena,none,chembl,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_moleculeace_chembl228_ki,hf_moleculeace_chembl228_ki,benchmark,BioMedArena,none,chembl,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_moleculeace_chembl237_ec50,hf_moleculeace_chembl237_ec50,benchmark,BioMedArena,none,chembl,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_hallmarks_of_cancer,hf_hallmarks_of_cancer,benchmark,BioMedArena,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomedarena.benchmark.hf_medpub_qa,hf_medpub_qa,benchmark,BioMedArena,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_mol_instructions_pubchemqa,hf_mol_instructions_pubchemqa,benchmark,BioMedArena,none,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_ncbi_disease,hf_ncbi_disease,benchmark,BioMedArena,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_protein_secondary_structure,hf_protein_secondary_structure,benchmark,BioMedArena,none,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_proteinlmbench_uniprot_disease,hf_proteinlmbench_uniprot_disease,benchmark,BioMedArena,none,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_proteinlmbench_uniprot_function,hf_proteinlmbench_uniprot_function,benchmark,BioMedArena,none,uniprot;clinicaltrials,True,2,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_proteinlmbench_uniprot_induction,hf_proteinlmbench_uniprot_induction,benchmark,BioMedArena,none,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_proteinlmbench_uniprot_ptm,hf_proteinlmbench_uniprot_ptm,benchmark,BioMedArena,none,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_proteinlmbench_uniprot_subunit,hf_proteinlmbench_uniprot_subunit,benchmark,BioMedArena,none,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_proteinlmbench_uniprot_tissue,hf_proteinlmbench_uniprot_tissue,benchmark,BioMedArena,none,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_rna_splice_site_acceptor,hf_rna_splice_site_acceptor,benchmark,BioMedArena,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomedarena.benchmark.hf_rna_splice_site_donor,hf_rna_splice_site_donor,benchmark,BioMedArena,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomedarena.benchmark.medcalc,medcalc,benchmark,BioMedArena,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_bigbio_pubmed_qa,hf_bigbio_pubmed_qa,benchmark,BioMedArena,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_ccdv_pubmed_summarization,hf_ccdv_pubmed_summarization,benchmark,BioMedArena,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_pubmed_200k_rct,hf_pubmed_200k_rct,benchmark,BioMedArena,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.hf_pubmed_abstract_classification,hf_pubmed_abstract_classification,benchmark,BioMedArena,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
biomedarena.benchmark.pubmedqa,pubmedqa,benchmark,BioMedArena,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.database....,...,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
origenemcp.database.chembl,ChEMBL,database,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.database.depmap,DepMap,database,OrigeneMCP,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
origenemcp.database.ensembl,Ensembl,database,OrigeneMCP,mcp,ensembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.database.kegg,KEGG,database,OrigeneMCP,mcp,kegg,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.database.monarch-initiative,Monarch Initiative,database,OrigeneMCP,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
origenemcp.database.ncbi,NCBI,database,OrigeneMCP,mcp,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.database.opentargets,OpenTargets,database,OrigeneMCP,mcp,opentargets,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.database.pubchem,PubChem,database,OrigeneMCP,mcp,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.database.rcsb-pdb,RCSB PDB,database,OrigeneMCP,mcp,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.database.string,STRING,database,OrigeneMCP,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
origenemcp.database.tcga,TCGA,database,OrigeneMCP,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
origenemcp.database.tooluniverse-openfda-opentargets-monarch,ToolUniverse (openFDA/OpenTargets/Monarch),database,OrigeneMCP,mcp,openfda;opentargets,True,2,ROUTABLE - equivalent live public source available,True,
origenemcp.database.tooluniverse-core,ToolUniverse core,database,OrigeneMCP,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
origenemcp.database.ucsc-genome-browser,UCSC Genome Browser,database,OrigeneMCP,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
origenemcp.database.uniprot,UniProt,database,OrigeneMCP,mcp,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.database.academic.oup.com,academic.oup.com,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.ahkstrategies.net,ahkstrategies.net,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.alphafold.ebi.ac.uk,alphafold.ebi.ac.uk,database,Biomni,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
k-dense.database.ambermd.org,ambermd.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.amstar.ca,amstar.ca,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.apastyle.apa.org,apastyle.apa.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.api.bedbase.org,api.bedbase.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.api.census.gov,api.census.gov,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.api.clinpgx.org,api.clinpgx.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.api.crossref.org,api.crossref.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.api.datacite.org,api.datacite.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.api.fda.gov,api.fda.gov,database,Biomni,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.database.api.fiscaldata.treasury.gov,api.fiscaldata.treasury.gov,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.api.gdc.cancer.gov,api.gdc.cancer.gov,database,K-Dense,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
biomni.database.api.genome.ucsc.edu,api.genome.ucsc.edu,database,Biomni,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
k-dense.database.api.imaging.datacommons.cancer.gov,api.imaging.datacommons.cancer.gov,database,K-Dense,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
biomni.database.api.monarchinitiative.org,api.monarchinitiative.org,database,Biomni,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.api.nasa.gov,api.nasa.gov,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.api.platform.opentargets.org,api.platform.opentargets.org,database,Biomni,mcp,opentargets,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.database.api.semanticscholar.org,api.semanticscholar.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.apidocs.protocols.io,apidocs.protocols.io,database,ClawBio,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
biomni.database.apiv3.iucnredlist.org,apiv3.iucnredlist.org,database,Biomni,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.app.flow.bio,app.flow.bio,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.app.tamarind.bio,app.tamarind.bio,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.apps.bea.gov,apps.bea.gov,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.arax.transltr.io,arax.transltr.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.benchling.com,benchling.com,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.bgpt.pro,bgpt.pro,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.bids-standard.github.io,bids-standard.github.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.bids.neuroimaging.io,bids.neuroimaging.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.biit.cs.ut.ee,biit.cs.ut.ee,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.biohub.ai,biohub.ai,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.biohub.org,biohub.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.biolink.github.io,biolink.github.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.biotree.top,biotree.top,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.bit.ly,bit.ly,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.bowtie-bio.sourceforge.net,bowtie-bio.sourceforge.net,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.busco.ezlab.org,busco.ezlab.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.charmm-gui.org,charmm-gui.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.clinicalgenome.org,clinicalgenome.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.clinicaltrials.gov,clinicaltrials.gov,database,Biomni,mcp,clinicaltrials,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.database.cloud.ginkgo.bio,cloud.ginkgo.bio,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.cloud.tiledb.com,cloud.tiledb.com,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.clue.io,clue.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.console.latch.bio,console.latch.bio,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.core.ac.uk,core.ac.uk,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.cpicpgx.org,cpicpgx.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.crates.io,crates.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.cup.columbia.edu,cup.columbia.edu,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.daehwankimlab.github.io,daehwankimlab.github.io,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.dailymed.nlm.nih.gov,dailymed.nlm.nih.gov,database,Biomni,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.database.dashboard.exa.ai,dashboard.exa.ai,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.data.bls.gov,data.bls.gov,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.data.pyg.org,data.pyg.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.data.rcsb.org,data.rcsb.org,database,Biomni,mcp,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.database.datadryad.org,datadryad.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.dataverse.harvard.edu,dataverse.harvard.edu,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.depmap.org,depmap.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.developers.llamaindex.ai,developers.llamaindex.ai,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.developers.zenodo.org,developers.zenodo.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.dicom.nema.org,dicom.nema.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.discourse.canceridc.dev,discourse.canceridc.dev,database,K-Dense,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
k-dense.database.discuss.pennylane.ai,discuss.pennylane.ai,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.distributed.dask.org,distributed.dask.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.dnaerys.org,dnaerys.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.dosage.clinicalgenome.org,dosage.clinicalgenome.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.download.pytorch.org,download.pytorch.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.efts.sec.gov,efts.sec.gov,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.etetoolkit.github.io,etetoolkit.github.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.etetoolkit.org,etetoolkit.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.eutils.ncbi.nlm.nih.gov,eutils.ncbi.nlm.nih.gov,database,Biomni,mcp,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.database.exa.ai,exa.ai,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.export.arxiv.org,export.arxiv.org,database,K-Dense,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
k-dense.database.figshare.com,figshare.com,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.files.rcsb.org,files.rcsb.org,database,Biomni,mcp,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.database.flow.bio,flow.bio,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.forge.evolutionaryscale.ai,forge.evolutionaryscale.ai,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.forum.qiime2.org,forum.qiime2.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.foundry-api-public.adaptyvbio.com,foundry-api-public.adaptyvbio.com,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.foundry.adaptyvbio.com,foundry.adaptyvbio.com,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.fred.stlouisfed.org,fred.stlouisfed.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.ftp.1000genomes.ebi.ac.uk,ftp.1000genomes.ebi.ac.uk,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.ftp.ebi.ac.uk,ftp.ebi.ac.uk,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.ftp.ncbi.nlm.nih.gov,ftp.ncbi.nlm.nih.gov,database,ClawBio,mcp,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.database.galaxyproject.org,galaxyproject.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.gatk.broadinstitute.org,gatk.broadinstitute.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.genomebiology.biomedcentral.com,genomebiology.biomedcentral.com,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.genomicintelligence.ai,genomicintelligence.ai,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.geopandas.org,geopandas.org,database,K-Dense,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
k-dense.database.github.blog,github.blog,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.gitlab.com,gitlab.com,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.gitlab.mpcdf.mpg.de,gitlab.mpcdf.mpg.de,database,Biomni,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.glyconnect.expasy.org,glyconnect.expasy.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.glycoworkbench.software.informer.com,glycoworkbench.software.informer.com,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.glytoucan.org,glytoucan.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.gnomad.broadinstitute.org,gnomad.broadinstitute.org,database,Biomni,mcp,gnomad,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.database.gtexportal.org,gtexportal.org,database,ClawBio,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
clawbio.database.hl7.org,hl7.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.huggingface.co,huggingface.co,database,Biomni,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.huggingscience.co,huggingscience.co,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.icml.cc,icml.cc,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.itol.embl.de,itol.embl.de,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.iupred2a.elte.hu,iupred2a.elte.hu,database,Biomni,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.jaspar.elixir.no,jaspar.elixir.no,database,Biomni,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
biomni.database.jaspar.genereg.net,jaspar.genereg.net,database,Biomni,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
k-dense.database.learn.astropy.org,learn.astropy.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.learn.canceridc.dev,learn.canceridc.dev,database,K-Dense,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
k-dense.database.lightning.ai,lightning.ai,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.lmstudio.ai,lmstudio.ai,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.maayanlab.cloud,maayanlab.cloud,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.mafft.cbrc.jp,mafft.cbrc.jp,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.manual.gromacs.org,manual.gromacs.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.materialsproject.org,materialsproject.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.matplotlib.org,matplotlib.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.mcp.genomicintelligence.ai,mcp.genomicintelligence.ai,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.mcp.tamarind.bio,mcp.tamarind.bio,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.mdanalysis.org,mdanalysis.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.medchem-docs.datamol.io,medchem-docs.datamol.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.meshb.nlm.nih.gov,meshb.nlm.nih.gov,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.modal.com,modal.com,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.modelcontextprotocol.io,modelcontextprotocol.io,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.mojaveazure.github.io,mojaveazure.github.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.molfeat-docs.datamol.io,molfeat-docs.datamol.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
origenemcp.database.multi-db-search,multi-db search,database,OrigeneMCP,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
k-dense.database.multiqc.info,multiqc.info,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.my-server.com,my-server.com,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.ncatstranslator.github.io,ncatstranslator.github.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.networkx.org,networkx.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.neuropsychology.github.io,neuropsychology.github.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.numpy.org,numpy.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.nvlpubs.nist.gov,nvlpubs.nist.gov,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.octave.org,octave.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
clawbio.database.olink.com,olink.com,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.omim.org,omim.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.open.fda.gov,open.fda.gov,database,K-Dense,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.database.openfda-drug-labeling,openFDA drug labeling,database,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.database.openalex.org,openalex.org,database,K-Dense,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
clawbio.database.opencypher.org,opencypher.org,database,ClawBio,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.openmm.org,openmm.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.openreview.net,openreview.net,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.openslide.org,openslide.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.openweathermap.org,openweathermap.org,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.ossci.zulipchat.com,ossci.zulipchat.com,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
k-dense.database.pachterlab.github.io,pachterlab.github.io,database,K-Dense,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
biomni.database.paleobiodb.org,paleobiodb.org,database,Biomni,http,,False,0,"HTTP - declared endpoint, no typed operations yet",False,
