component_id,name,kind,project,backend,mapped_public_sources,covered,n_sources,category,mapped_to_source,note
k-dense.skill.medchem,medchem,skill,K-Dense,none,chembl,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.skill.pytdc,pytdc,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.torch-geometric,torch-geometric,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.deeptools,deeptools,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.clinical-trial-finder,clinical-trial-finder,skill,ClawBio,none,clinicaltrials;opentargets,True,2,ROUTABLE - equivalent live public source available,True,
k-dense.skill.glycoengineering,glycoengineering,skill,K-Dense,none,clinicaltrials,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.gwas-prs,gwas-prs,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.mendelian-randomisation,mendelian-randomisation,skill,ClawBio,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.skill.paperclip,paperclip,skill,K-Dense,none,uniprot;chembl;clinicaltrials;openfda;rcsb,True,5,ROUTABLE - equivalent live public source available,True,
pantheonos.skill.phylogenetic-trees-with-phylotree.js,Phylogenetic Trees with phylotree.js,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.checkpoint_layout,checkpoint_layout,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.fine-mapping,fine-mapping,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.geopandas,geopandas,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.labstep,labstep,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.opentrons-integration,opentrons-integration,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.pdf,pdf,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.poster,poster,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.protocols-io,protocols-io,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.pylabrobot,pylabrobot,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.scientific-visualization,scientific-visualization,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.statsmodels,statsmodels,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.cell-segmentation-skills-index,Cell Segmentation Skills Index,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.imaging-data-commons,imaging-data-commons,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.citation-management,citation-management,skill,K-Dense,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.claw-semantic-sim,claw-semantic-sim,skill,ClawBio,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.gwas-catalog-region-fetch,gwas-catalog-region-fetch,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.iseq-sequencing-data-download,iSeq: Sequencing Data Download,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.lit-synthesizer,lit-synthesizer,skill,ClawBio,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.skill.literature-review,literature-review,skill,K-Dense,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.skill.paper-lookup,paper-lookup,skill,K-Dense,none,ncbi_eutils;europepmc,True,2,ROUTABLE - equivalent live public source available,True,
k-dense.skill.peer-review,peer-review,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.pubmed-summariser,pubmed-summariser,skill,ClawBio,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.skill.scientific-writing,scientific-writing,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.protein-structures-alphafold-pdb,Protein Structures — AlphaFold & PDB,skill,PantheonOS,none,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
pantheonos.skill.view-3d-molecular-structures-with-mol,View 3D Molecular Structures with Mol*,skill,PantheonOS,none,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.affinity-proteomics,affinity-proteomics,skill,ClawBio,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.skill.database-lookup,database-lookup,skill,K-Dense,none,opentargets,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.skill.diffdock,diffdock,skill,K-Dense,none,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.galaxy-bridge,galaxy-bridge,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.gget,gget,skill,K-Dense,none,opentargets,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.skill.rowan,rowan,skill,K-Dense,none,ensembl,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.skill.tamarind,tamarind,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.cz-cellxgene-census-single-cell-data-access,CZ CELLxGENE Census: Single-Cell Data Access,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.database-access-skills-index,Database Access Skills Index,skill,PantheonOS,none,clinicaltrials,True,1,ROUTABLE - equivalent live public source available,True,
pantheonos.skill.encode-portal-functional-genomics-tracks,ENCODE Portal — Functional Genomics Tracks,skill,PantheonOS,none,clinicaltrials,True,1,ROUTABLE - equivalent live public source available,True,
pantheonos.skill.gene-panel-selection-workflow,Gene Panel Selection Workflow,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.readme,README,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.sc-best-practices-reproducibility,SC Best Practices: Reproducibility,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.visualize-data-with-vitessce-liveview,Visualize Data with Vitessce LiveView,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.cellxgene-census,cellxgene-census,skill,K-Dense,none,clinicaltrials,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.methylation-clock,methylation-clock,skill,ClawBio,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.nfcore-scrnaseq-wrapper,nfcore-scrnaseq-wrapper,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.ontology-term-resolution,ontology-term-resolution,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.protocolsio-integration,protocolsio-integration,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.scrna-embedding,scrna-embedding,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.scvelo,scvelo,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.scvi-tools,scvi-tools,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.view-bioimages-with-the-viv-liveview,View Bioimages with the Viv LiveView,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
pantheonos.skill.ucsc-genome-browser-api-liftover,UCSC Genome Browser API & liftOver,skill,PantheonOS,none,ensembl,True,1,ROUTABLE - equivalent live public source available,True,
pantheonos.skill.view-genome-tracks-with-igv.js,View Genome Tracks with IGV.js,skill,PantheonOS,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.article-data-fetcher,article-data-fetcher,skill,ClawBio,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.clinical-variant-prioritizer,clinical-variant-prioritizer,skill,ClawBio,none,ncbi_eutils;gnomad,True,2,ROUTABLE - equivalent live public source available,True,
clawbio.skill.clinical-variant-reporter,clinical-variant-reporter,skill,ClawBio,none,ncbi_eutils;gnomad,True,2,ROUTABLE - equivalent live public source available,True,
clawbio.skill.clinpgx,clinpgx,skill,ClawBio,none,openfda,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.cnv-acmg-classifier,cnv-acmg-classifier,skill,ClawBio,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
k-dense.skill.depmap,depmap,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.drug-photo,drug-photo,skill,ClawBio,none,openfda,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.genome-compare,genome-compare,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
k-dense.skill.geomaster,geomaster,skill,K-Dense,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.gi-splice,gi-splice,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.gwas-lookup,gwas-lookup,skill,ClawBio,none,opentargets,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.gwas-pipeline,gwas-pipeline,skill,ClawBio,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.locuscompare-region-render,locuscompare-region-render,skill,ClawBio,none,ensembl,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.multiqc-reporter,multiqc-reporter,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.ncbi-datasets,ncbi-datasets,skill,ClawBio,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.nfcore-sarek-wrapper,nfcore-sarek-wrapper,skill,ClawBio,none,ensembl,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.pharmgx-reporter,pharmgx-reporter,skill,ClawBio,none,openfda,True,1,ROUTABLE - equivalent live public source available,True,
clawbio.skill.seq-wrangler,seq-wrangler,skill,ClawBio,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
clawbio.skill.variant-annotation,variant-annotation,skill,ClawBio,none,ensembl;ncbi_eutils;gnomad,True,3,ROUTABLE - equivalent live public source available,True,
clawbio.skill.vcf-annotator,vcf-annotator,skill,ClawBio,none,ensembl;ncbi_eutils;gnomad,True,3,ROUTABLE - equivalent live public source available,True,
biomni.software.pytdc,pytdc,software,Biomni,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomni.software.arxiv,arxiv,software,Biomni,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomni.software.bedtools,bedtools,software,Biomni,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomni.software.biopython,biopython,software,Biomni,none,ncbi_eutils;rcsb,True,2,ROUTABLE - equivalent live public source available,True,
biomni.software.biotite,biotite,software,Biomni,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomni.software.cryosparc-tools,cryosparc-tools,software,Biomni,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomni.software.gget,gget,software,Biomni,none,opentargets,True,1,ROUTABLE - equivalent live public source available,True,
biomni.software.joblib,joblib,software,Biomni,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomni.software.pdbfixer,pdbfixer,software,Biomni,none,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
biomni.software.pybedtools,pybedtools,software,Biomni,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomni.software.pyliftover,pyliftover,software,Biomni,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomni.software.samtools,samtools,software,Biomni,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomni.software.statsmodels,statsmodels,software,Biomni,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
biomni.software.stringr,stringr,software,Biomni,none,clinicaltrials,True,1,ROUTABLE - equivalent live public source available,True,
biomni.software.pymed,pymed,software,Biomni,none,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
biomni.software.cellxgene-census,cellxgene-census,software,Biomni,none,clinicaltrials,True,1,ROUTABLE - equivalent live public source available,True,
biomni.software.scvelo,scvelo,software,Biomni,none,,False,0,"DECLARATIVE - specification only, no entrypoint",False,
origenemcp.tool.tcga_differential_expression_analysis,tcga_differential_expression_analysis,tool,OrigeneMCP,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
biomni.tool.analyze_fda_safety_signals,analyze_fda_safety_signals,tool,Biomni,python,openfda,True,1,ROUTABLE - equivalent live public source available,True,
biomni.tool.analyze_radiolabeled_antibody_biodistribution,analyze_radiolabeled_antibody_biodistribution,tool,Biomni,python,,False,0,MISSING_UPSTREAM - upstream package not installed,False,
biomedarena.tool.cbioportal_request,cbioportal_request,tool,BioMedArena,python,,False,0,MISSING_DEPS - third-party imports absent,False,
biomni.tool.check_fda_drug_recalls,check_fda_drug_recalls,tool,Biomni,python,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_biotherapeutic_by_id,get_biotherapeutic_by_id,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_biotherapeutic_by_ids,get_biotherapeutic_by_ids,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_cids_by_formula,get_cids_by_formula,tool,OrigeneMCP,mcp,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_cids_by_smiles,get_cids_by_smiles,tool,OrigeneMCP,mcp,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_compound_property_by_name,get_compound_property_by_name,tool,OrigeneMCP,mcp,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_compounds_by_formula,get_compounds_by_formula,tool,OrigeneMCP,mcp,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_compounds_by_smiles,get_compounds_by_smiles,tool,OrigeneMCP,mcp,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_by_id,get_drug_by_id,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_by_ids,get_drug_by_ids,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_indication,get_drug_indication,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_warning,get_drug_warning,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
biomni.tool.get_fda_drug_label_info,get_fda_drug_label_info,tool,Biomni,python,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_gene_metadata_by_gene_name,get_gene_metadata_by_gene_name,tool,OrigeneMCP,mcp,ensembl;uniprot;ncbi_eutils,True,3,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_image,get_image,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_isomeric_smiles,get_isomeric_smiles,tool,OrigeneMCP,mcp,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_molecular_formula,get_molecular_formula,tool,OrigeneMCP,mcp,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_molecular_weight,get_molecular_weight,tool,OrigeneMCP,mcp,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_molecule_form,get_molecule_form,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_molecule_form_id,get_molecule_form_id,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_molecule_form_ids,get_molecule_form_ids,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_molecule_id,get_molecule_id,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_molecule_ids,get_molecule_ids,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_parent_child_molecules_by_drug_chembl_id,get_parent_child_molecules_by_drug_chembl_ID,tool,OrigeneMCP,mcp,chembl;opentargets,True,2,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_similarity_smiles,get_similarity_smiles,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_substructure_cas,get_substructure_cas,tool,OrigeneMCP,mcp,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_target_component,get_target_component,tool,OrigeneMCP,mcp,uniprot;chembl,True,2,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_uniparc_entry_by_upi,get_uniparc_entry_by_upi,tool,OrigeneMCP,mcp,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_uniparc_light_entry_by_upi,get_uniparc_light_entry_by_upi,tool,OrigeneMCP,mcp,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_uniref_cluster_members_by_id,get_uniref_cluster_members_by_id,tool,OrigeneMCP,mcp,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_vep_hgvs,get_vep_hgvs,tool,OrigeneMCP,mcp,ensembl;clinicaltrials,True,2,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_vep_id,get_vep_id,tool,OrigeneMCP,mcp,ensembl;ncbi_eutils;clinicaltrials,True,3,ROUTABLE - equivalent live public source available,True,
stella.tool.gocc_cellular_component_search,gocc_cellular_component_search,tool,STELLA,python,,False,0,MISSING_DEPS - third-party imports absent,False,
stella.tool.gsea_hallmark_search,gsea_hallmark_search,tool,STELLA,python,,False,0,MISSING_DEPS - third-party imports absent,False,
biomedarena.tool.handle_admet_tool,handle_admet_tool,tool,BioMedArena,python,,False,0,MISSING_DEPS - third-party imports absent,False,
stella.tool.ligand_based_screening_tool,ligand_based_screening_tool,tool,STELLA,python,,False,0,MISSING_DEPS - third-party imports absent,False,
biomni.tool.list_glycoengineering_resources,list_glycoengineering_resources,tool,Biomni,python,,False,0,MISSING_UPSTREAM - upstream package not installed,False,
origenemcp.tool.pdb_get_branched_entity,pdb_get_branched_entity,tool,OrigeneMCP,mcp,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.pdb_get_chemical_component,pdb_get_chemical_component,tool,OrigeneMCP,mcp,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.pdb_get_nonpolymer_entity,pdb_get_nonpolymer_entity,tool,OrigeneMCP,mcp,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.pdb_get_polymer_entity,pdb_get_polymer_entity,tool,OrigeneMCP,mcp,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
stella.tool.protocol_evaluator,protocol_evaluator,tool,STELLA,python,,False,0,MISSING_DEPS - third-party imports absent,False,
biomni.tool.query_fda_adverse_events,query_fda_adverse_events,tool,Biomni,python,openfda,True,1,ROUTABLE - equivalent live public source available,True,
biomni.tool.run_autosite,run_autosite,tool,Biomni,python,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
stella.tool.run_boltz_complex_structure_prediction,run_boltz_complex_structure_prediction,tool,STELLA,python,,False,0,MISSING_DEPS - third-party imports absent,False,
stella.tool.run_catapro_prediction,run_catapro_prediction,tool,STELLA,python,,False,0,MISSING_DEPS - third-party imports absent,False,
biomni.tool.run_diffdock_with_smiles,run_diffdock_with_smiles,tool,Biomni,python,rcsb,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.search_activity,search_activity,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.search_molecule,search_molecule,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.search_pubchem_by_smiles,search_pubchem_by_smiles,tool,OrigeneMCP,mcp,pubchem,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.search_uniparc_entries,search_uniparc_entries,tool,OrigeneMCP,mcp,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.search_uniprotkb_entries,search_uniprotkb_entries,tool,OrigeneMCP,mcp,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.stream_uniparc_entries,stream_uniparc_entries,tool,OrigeneMCP,mcp,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.stream_uniprotkb_entries,stream_uniprotkb_entries,tool,OrigeneMCP,mcp,uniprot,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.substructure_info,substructure_info,tool,OrigeneMCP,mcp,chembl,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_associated_diseases_by_drug_chemblid,get_associated_diseases_by_drug_chemblId,tool,OrigeneMCP,mcp,chembl;clinicaltrials;opentargets,True,3,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_associated_diseases_by_drug_name,get_associated_diseases_by_drug_name,tool,OrigeneMCP,mcp,clinicaltrials;openfda;opentargets,True,3,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_associated_drugs_by_target_ensemblid,get_associated_drugs_by_target_ensemblID,tool,OrigeneMCP,mcp,ensembl;clinicaltrials;opentargets,True,3,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_associated_drugs_by_target_name,get_associated_drugs_by_target_name,tool,OrigeneMCP,mcp,clinicaltrials;openfda;opentargets,True,3,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_description_by_chemblid,get_drug_description_by_chemblId,tool,OrigeneMCP,mcp,chembl;clinicaltrials;opentargets,True,3,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_indications_by_chemblid,get_drug_indications_by_chemblId,tool,OrigeneMCP,mcp,chembl;clinicaltrials;opentargets,True,3,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_interactions_by_drug_name,get_drug_interactions_by_drug_name,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_names_by_general_precautions,get_drug_names_by_general_precautions,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_names_by_geriatric_use,get_drug_names_by_geriatric_use,tool,OrigeneMCP,mcp,clinicaltrials;openfda,True,2,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_names_by_medication_guide,get_drug_names_by_medication_guide,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_names_by_pharmacokinetics,get_drug_names_by_pharmacokinetics,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_drug_names_by_population_use,get_drug_names_by_population_use,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_general_precautions_by_drug_name,get_general_precautions_by_drug_name,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_geriatric_use_info_by_drug_name,get_geriatric_use_info_by_drug_name,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_info_for_patients_by_drug_name,get_info_for_patients_by_drug_name,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_info_on_conditions_for_doctor_consultation_by_drug_name,get_info_on_conditions_for_doctor_consultation_by_drug_name,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_known_drugs_by_drug_chemblid,get_known_drugs_by_drug_chemblId,tool,OrigeneMCP,mcp,chembl;clinicaltrials;opentargets,True,3,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_medication_guide_info_by_drug_name,get_medication_guide_info_by_drug_name,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_patient_package_insert_from_drug_name,get_patient_package_insert_from_drug_name,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_pharmacokinetics_by_drug_name,get_pharmacokinetics_by_drug_name,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_reference_info_by_drug_name,get_reference_info_by_drug_name,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_studies,get_studies,tool,OrigeneMCP,mcp,clinicaltrials,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.get_study,get_study,tool,OrigeneMCP,mcp,clinicaltrials,True,1,ROUTABLE - equivalent live public source available,True,
biomni.tool.query_cbioportal,query_cbioportal,tool,Biomni,python,,False,0,MISSING_UPSTREAM - upstream package not installed,False,
origenemcp.tool.retrieve_drug_names_by_patient_medication_info,retrieve_drug_names_by_patient_medication_info,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.retrieve_patient_medication_info_by_drug_name,retrieve_patient_medication_info_by_drug_name,tool,OrigeneMCP,mcp,openfda,True,1,ROUTABLE - equivalent live public source available,True,
stella.tool.tcga_survival_analysis,tcga_survival_analysis,tool,STELLA,python,,False,0,MISSING_DEPS - third-party imports absent,False,
origenemcp.tool.callagent,CallAgent,tool,OrigeneMCP,subprocess,clinicaltrials,True,1,ROUTABLE - equivalent live public source available,True,
origenemcp.tool.finish,Finish,tool,OrigeneMCP,subprocess,,False,0,"NEEDS_UPSTREAM_CHECKOUT - federated, project not installed",False,
origenemcp.tool.tool_rag,Tool_RAG,tool,OrigeneMCP,mcp,,False,0,NEEDS_DISPATCHER - MCP client not bound,False,
stella.tool.analyze_query_and_load_relevant_tools,analyze_query_and_load_relevant_tools,tool,STELLA,python,,False,0,MISSING_DEPS - third-party imports absent,False,
genomas.tool.apply_gene_mapping,apply_gene_mapping,tool,GenoMAS,python,,False,0,MISSING_UPSTREAM - upstream package not installed,False,
biomedarena.tool.bindingdb_ligands,bindingdb_ligands,tool,BioMedArena,python,,False,0,MISSING_DEPS - third-party imports absent,False,
biomedarena.tool.biobankjapan_phewas,biobankjapan_phewas,tool,BioMedArena,python,,False,0,MISSING_DEPS - third-party imports absent,False,
biomedarena.tool.biorxiv_request,biorxiv_request,tool,BioMedArena,python,,False,0,MISSING_DEPS - third-party imports absent,False,
stella.tool.biosecurity_alignment_guard,biosecurity_alignment_guard,tool,STELLA,python,,False,0,MISSING_DEPS - third-party imports absent,False,
biomedarena.tool.biostudies_request,biostudies_request,tool,BioMedArena,python,,False,0,MISSING_DEPS - third-party imports absent,False,
biomni.tool.blast_sequence,blast_sequence,tool,Biomni,python,ncbi_eutils,True,1,ROUTABLE - equivalent live public source available,True,
stella.tool.build_manager_tools,build_manager_tools,tool,STELLA,python,,False,0,MISSING_DEPS - third-party imports absent,False,
