component_id,name,kind,project,omics_type,backend,lifecycle_state,executable_now,blocking_category,blocking_reason,unblocking_action,license_spdx,integration_mode,n_missing_python,missing_python,commit,source_path
biomni.dataset.affinity_capture-ms.parquet,affinity_capture-ms.parquet,dataset,Biomni,proteomics,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.affinity_capture-rna.parquet,affinity_capture-rna.parquet,dataset,Biomni,proteomics,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.bindingdb_all_202409.tsv,BindingDB_All_202409.tsv,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.broad_repurposing_hub_molecule_with_smiles.parquet,broad_repurposing_hub_molecule_with_smiles.parquet,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.broad_repurposing_hub_phase_moa_target_info.parquet,broad_repurposing_hub_phase_moa_target_info.parquet,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.co-fractionation.parquet,co-fractionation.parquet,dataset,Biomni,proteomics,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.czi_census_datasets_v4.parquet,czi_census_datasets_v4.parquet,dataset,Biomni,scrnaseq,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.ddinter_alimentary_tract_metabolism.csv,ddinter_alimentary_tract_metabolism.csv,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.ddinter_antineoplastic.csv,ddinter_antineoplastic.csv,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.ddinter_antiparasitic.csv,ddinter_antiparasitic.csv,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.ddinter_blood_organs.csv,ddinter_blood_organs.csv,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.ddinter_dermatological.csv,ddinter_dermatological.csv,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.ddinter_hormonal.csv,ddinter_hormonal.csv,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.ddinter_respiratory.csv,ddinter_respiratory.csv,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.ddinter_various.csv,ddinter_various.csv,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.depmap_crisprgenedependency.csv,DepMap_CRISPRGeneDependency.csv,dataset,Biomni,multiomics,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.depmap_crisprgeneeffect.csv,DepMap_CRISPRGeneEffect.csv,dataset,Biomni,multiomics,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.depmap_model.csv,DepMap_Model.csv,dataset,Biomni,multiomics,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.depmap_omicsexpressionproteincodinggenestpmlogp1.csv,DepMap_OmicsExpressionProteinCodingGenesTPMLogp1.csv,dataset,Biomni,bulk_rnaseq,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.disgenet.parquet,DisGeNET.parquet,dataset,Biomni,clinical,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.dosage_growth_defect.parquet,dosage_growth_defect.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.enamine_cloud_library_smiles.pkl,enamine_cloud_library_smiles.pkl,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.evebio_assay_table.csv,evebio_assay_table.csv,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.evebio_bundle_table.csv,evebio_bundle_table.csv,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.evebio_compound_table.csv,evebio_compound_table.csv,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.evebio_control_table.csv,evebio_control_table.csv,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.evebio_detailed_result_table.csv,evebio_detailed_result_table.csv,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.evebio_observed_points_table.csv,evebio_observed_points_table.csv,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.evebio_summary_result_table.csv,evebio_summary_result_table.csv,dataset,Biomni,chemistry,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.evebio_target_table.csv,evebio_target_table.csv,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.gene_info.parquet,gene_info.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.genebass_missense_lc_filtered.pkl,genebass_missense_LC_filtered.pkl,dataset,Biomni,wgs,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.genebass_plof_filtered.pkl,genebass_pLoF_filtered.pkl,dataset,Biomni,wgs,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.genebass_synonymous_filtered.pkl,genebass_synonymous_filtered.pkl,dataset,Biomni,wgs,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.genetic_interaction.parquet,genetic_interaction.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.go-plus.json,go-plus.json,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.gtex_tissue_gene_tpm.parquet,gtex_tissue_gene_tpm.parquet,dataset,Biomni,bulk_rnaseq,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.gwas_catalog.pkl,gwas_catalog.pkl,dataset,Biomni,wgs,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.hp.obo,hp.obo,dataset,Biomni,clinical,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.kg.csv,kg.csv,dataset,Biomni,clinical,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.marker_celltype.parquet,marker_celltype.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.mcpas-tcr.parquet,McPAS-TCR.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.mirdb_v6.0_results.parquet,miRDB_v6.0_results.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.mirtarbase_microrna_target_interaction.parquet,miRTarBase_microRNA_target_interaction.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.mirtarbase_microrna_target_interaction_pubmed_abtract.txt,miRTarBase_microRNA_target_interaction_pubmed_abtract.txt,dataset,Biomni,literature,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.mirtarbase_microrna_target_sites.parquet,miRTarBase_MicroRNA_Target_Sites.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.mousemine_m1_positional_geneset.parquet,mousemine_m1_positional_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.mousemine_m2_curated_geneset.parquet,mousemine_m2_curated_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.mousemine_m3_regulatory_target_geneset.parquet,mousemine_m3_regulatory_target_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.mousemine_m5_ontology_geneset.parquet,mousemine_m5_ontology_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.mousemine_m8_celltype_signature_geneset.parquet,mousemine_m8_celltype_signature_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.mousemine_mh_hallmark_geneset.parquet,mousemine_mh_hallmark_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.msigdb_human_c1_positional_geneset.parquet,msigdb_human_c1_positional_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.msigdb_human_c2_curated_geneset.parquet,msigdb_human_c2_curated_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.msigdb_human_c3_regulatory_target_geneset.parquet,msigdb_human_c3_regulatory_target_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.msigdb_human_c3_subset_transcription_factor_targets_from_gtrd.parquet,msigdb_human_c3_subset_transcription_factor_targets_from_GTRD.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.msigdb_human_c4_computational_geneset.parquet,msigdb_human_c4_computational_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.msigdb_human_c5_ontology_geneset.parquet,msigdb_human_c5_ontology_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.msigdb_human_c6_oncogenic_signature_geneset.parquet,msigdb_human_c6_oncogenic_signature_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.msigdb_human_c7_immunologic_signature_geneset.parquet,msigdb_human_c7_immunologic_signature_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.msigdb_human_c8_celltype_signature_geneset.parquet,msigdb_human_c8_celltype_signature_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.msigdb_human_h_hallmark_geneset.parquet,msigdb_human_h_hallmark_geneset.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.omim.parquet,omim.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.proteinatlas.tsv,proteinatlas.tsv,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.proximity_label-ms.parquet,proximity_label-ms.parquet,dataset,Biomni,proteomics,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.reconstituted_complex.parquet,reconstituted_complex.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.sgrna_ko_sp_human.txt,sgRNA_KO_SP_human.txt,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.sgrna_ko_sp_mouse.txt,sgRNA_KO_SP_mouse.txt,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.synthetic_growth_defect.parquet,synthetic_growth_defect.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.synthetic_lethality.parquet,synthetic_lethality.parquet,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.synthetic_rescue.parquet,synthetic_rescue.parquet,dataset,Biomni,clinical,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.two-hybrid.parquet,two-hybrid.parquet,dataset,Biomni,proteomics,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.txgnn_name_mapping.pkl,txgnn_name_mapping.pkl,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.txgnn_prediction.pkl,txgnn_prediction.pkl,dataset,Biomni,general,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.variant_table.parquet,variant_table.parquet,dataset,Biomni,wgs,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
biomni.dataset.virus-host_ppi_p-hipster_2020.parquet,Virus-Host_PPI_P-HIPSTER_2020.parquet,dataset,Biomni,proteomics,dataset,READY,True,READY - executable now,,none - works today,Apache-2.0,vendor,0,,,Biomni/biomni/env_desc.py
agentomics.agent_role.agenticstep,AgenticStep,agent_role,Agentomics,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,Agentomics/src/agentomics/agents/steps/base.py
agentomics.agent_role.agenticstepoutput,AgenticStepOutput,agent_role,Agentomics,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,Agentomics/src/agentomics/agents/steps/base.py
agentomics.agent_role.agentscriptfailed,AgentScriptFailed,agent_role,Agentomics,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,Agentomics/src/agentomics/utils/exceptions.py
agentomics.agent_role.testagentpermissions,TestAgentPermissions,agent_role,Agentomics,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,Agentomics/test/test_agent_permissions.py
autoba.agent_role.agent,Agent,agent_role,AutoBA,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,AutoBA/src/agent.py
autoba.agent_role.codeexecutor,CodeExecutor,agent_role,AutoBA,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,AutoBA/src/executor.py
biomedagent.agent_role.baseagent,BaseAgent,agent_role,BioMedAgent,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedAgent/agent.py
biomedagent.agent_role.batchtaskexecutor,BatchTaskExecutor,agent_role,BioMedAgent,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",NONE,federated,0,,,BioMedAgent/server/batchtask_executor.py
biomedagent.agent_role.testmemorycodingagent,TestMemoryCodingAgent,agent_role,BioMedAgent,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",NONE,federated,0,,,BioMedAgent/lab/memory.py
biomedagent.agent_role.testmemorytoolagent,TestMemoryToolAgent,agent_role,BioMedAgent,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",NONE,federated,0,,,BioMedAgent/lab/memory.py
biomedagent.agent_role.testmemoryworkflowagent,TestMemoryWorkflowAgent,agent_role,BioMedAgent,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",NONE,federated,0,,,BioMedAgent/lab/memory.py
biomedagent.agent_role.toolmanager,ToolManager,agent_role,BioMedAgent,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",NONE,federated,0,,,BioMedAgent/scripts/component.py
biomedarena.benchmark.aa_lcr,aa_lcr,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.agentclinic,agentclinic,benchmark,BioMedArena,clinical,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.bioasq,bioasq,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.bioprobench,bioprobench,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.bixbench,bixbench,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.genotex,genotex,benchmark,BioMedArena,wgs,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.gpqa_bio,gpqa_bio,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.healthbench,healthbench,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_adaptllm_chemprot,hf_adaptllm_chemprot,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_adaptllm_medicine_tasks,hf_adaptllm_medicine_tasks,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_adaptllm_mqp,hf_adaptllm_mqp,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_adaptllm_rct,hf_adaptllm_rct,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_ade_corpus_v2,hf_ade_corpus_v2,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_anatem,hf_anatem,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_bacbench_antibiotic_resistance_dna,hf_bacbench_antibiotic_resistance_dna,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_bacbench_phenotypic_traits_dna,hf_bacbench_phenotypic_traits_dna,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_bc2gm,hf_bc2gm,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_bc5cdr,hf_bc5cdr,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_bigbio_med_qa,hf_bigbio_med_qa,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_bigbio_pubmed_qa,hf_bigbio_pubmed_qa,benchmark,BioMedArena,literature,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_biocreative_viii_biored,hf_biocreative_viii_biored,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_biomedbench,hf_biomedbench,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_biored,hf_biored,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_biosses,hf_biosses,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_blurb,hf_blurb,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
biomedarena.benchmark.hf_careqa,hf_careqa,benchmark,BioMedArena,general,none,UNAVAILABLE,False,"DECLARATIVE - specification only, no entrypoint",no execution backend declared (catalogue metadata only),"none possible - these are specifications for a host agent, not callables",MIT,vendor,0,,,BioMedArena/docs/benchmark_datasets.md
